Non, non, luy dit-il, Chriſante, ce malheur n’eſt pas de ceux dont l’on peut eſtre conſolé:	Non, non, lui dit-il, Chrysante, ce malheur n’est pas de ceux dont l’on peut être consolé:
& je n’ay qu’une voye à prendre, que je ſuivray ſans doute bien toſt.	et je n’ai qu’une voye à prendre, que je suivrai sans doute bientôt.
Ouy, Chriſante, j’auray du moins cette funeſte conſolation, que ce meſme feu qui a peut-eſtre bruſlé ma Maiſtresse	Oui, Chrysante, j’aurai du moins cette funeste consolation, que ce même feu qui a peut-être brûlé ma Maîtresse
& mon Rival;	et mon Rival;
qui a confondu l’innocence	qui a confondu l’innocence
& le crime;	et le crime;
& qui m’a privé tout enſemble, de l’objet de ma haine,	et qui m’a privé tout ensemble, de l’objet de ma haine,
& de celuy de mon amour, achevera encore de me détruire;	et de celui de mon amour, achèvera encore de me détruire;
& meſlera du moins mes Cendres, avec celles de mon adorable Princeſſe.	et mêlera du moins mes Cendres, avec celles de mon adorable Princesse.
En diſant cela, il ſembloit avoir toutes les marques d’un prochain deſespoir ſur le viſage:	En disant cela, il semblait avoir toutes les marques d’un prochain désespoir sur le visage:
ſa voix avoit quelque choſe de triſte	sa voix avait quelque chose de triste
& de funeſte:	et de funeste:
& toutes ſes actions teſmoignoient aſſez, qu’il ſe preparoit à mourir.	et toutes ses actions témoignaient assez, qu’il se préparait à mourir.
Cependant la pointe du jour venant à paroiſtre;	Cependant la pointe du jour venant à paraître;
& l’approche du Soleil, diminuant quelque choſe, de l’horreur de cét embrazement;	et l’approche du Soleil, diminuant quelque chose, de l’horreur de cet embrasement;
parce que la Mer, la Plaine,	parce que la Mer, la Plaine,
& les Montagnes, reprenoient une partie de leurs couleurs naturelles;	et les Montagnes, reprenaient une partie de leurs couleurs naturelles;
la face de cette funeſte Scene, changea en quelque façon:	la face de cette funeste Scène, changea en quelque façon:
& Feraulas vit preſque en meſme temps deux choſes, qu’il fit remarquer au meſme inſtant à ſon cher Maiſtre.	et Phéraulas vit presque en même temps deux choses, qu’il fit remarquer au même instant à son cher Maître.
Seigneur, luy dit-il, ne voyez vous pas en Mer, une Galere qui vogue,	Seigneur, lui dit-il, ne voyez vous pas en Mer, une Galère qui vogue,
& qui ſemble faire beaucoup d’effort pour s’eſloigner de cette malheureuſe Ville?	et qui semble faire beaucoup d’effort pour s’éloigner de cette malheureuse Ville?
Et ne voyez vous pas encore, comme quoy il ſemble que l’on ne ſonge qu’à eſteindre le feu qui s’approche de cette groſſe Tour, qui eſt ſur le portail du Chaſteau,	Et ne voyez vous pas encore, comme quoi il semble que l’on ne songe qu’à éteindre le feu qui s’approche de cette grosse Tour, qui est sur le portail du Château,
& que l’on abandonne tout le reſte pour la conſerver!	et que l’on abandonne tout le reste pour la conserver!
Je voy l’un	Je vois l’un
& l’autre, reſpondit Artamene;	et l’autre, répondit Artamène;
Je ne sçay, adjouſta Chriſante, ſi ce n’eſt point une marque aſſeurée, que la Princeſſe n’a pas encore pery:	Je ne sais, ajouta Chrysante, si ce n’est point une marque assurée, que la Princesse n’a pas encore péri:
puis qu’il peut eſtre, qu’elle eſt dans cette Galere, ou dans cette Tour, que les flames n’ont pas encore embrazée.	puisqu’il peut être, qu’elle est dans cette Galère, ou dans cette Tour, que les flammes n’ont pas encore embrasée.
Helas!	Hélas!
(s’eſcria tout d’un coup Artamene) s’il eſtoit ainſi, que je ſerois heureux, de pouvoir conſerver quelque eſpoir!	(s’écria tout d’un coup Artamène) s’il était ainsi, que je serais heureux, de pouvoir conserver quelque espoir!
Il s’approcha alors beaucoup plus prés de la Ville:	Il s’approcha alors beaucoup plus près de la Ville:
& voyant effectivement qu’il y avoit pluſieurs perſonnes qui taſchoient d’empeſcher le feu d’approcher de cette Tour;	et voyant effectivement qu’il y avait plusieurs personnes qui tâchaient d’empêcher le feu d’approcher de cette Tour;
Travaille (s’écria t’il en redoublant ſa courſe) trop heureux Rival;	Travaille (s’écria-t-il en redoublant sa course) trop heureux Rival;
travaille pour le ſalut de noſtre Princeſſe:	travaille pour le salut de notre Princesse:
& ſois aſſeuré ſi tu la peux ſauver de ce peril, que je te pardonne tous les maux que tu m’as faits.	et sois assuré si tu la peux sauver de ce péril, que je te pardonne tous les maux que tu m’as faits.
Ce Prince ne demeuroit pourtant pas long temps dans un meſme ſentiment:	Ce Prince ne demeurait pourtant pas longtemps dans un même sentiment:
tantoſt il faiſoit des vœux pour ſa Maiſtresse:	tantôt il faisait des vœux pour sa Maîtresse:
tantoſt des imprecations contre ſon Rival.	tantôt des imprécations contre son Rival.
Un moment apres, regardant cette Galere,	Un moment après, regardant cette Galère,
& luy ſemblant y remarquer des femmes ſur la poupe, il s’en reſjoüiſſoit beaucoup:	et lui semblant y remarquer des femmes sur la poupe, il s’en réjouissait beaucoup:
puis venant à ſonger que quand ce ſeroit ſa Maiſtresse, elle ſeroit touſjours perduë pour luy;	puis venant à songer que quand ce serait sa Maîtresse, elle serait toujours perdue pour lui;
il rentroit dans ſon deſespoir.	il rentrait dans son désespoir.
Apres venant à conſiderer cette Tour, que la Mer	Après venant à considérer cette Tour, que la Mer
& les flames environnoient de toutes parts;	et les flammes environnaient de toutes parts;
& venant à penſer, que peut-eſtre ſa Princeſſe eſtoit enfermée en ce lieu-là, il changeoit de ſentimens tout d’un coup;	et venant à penser, que peut-être sa Princesse était enfermée en ce lieu-là, il changeait de sentiments tout d’un coup;
& ces meſmes Troupes, qui eſtoient venuës pour détruire cette Ville, eurent commandement d’aider à en eſteindre le feu.	et ces mêmes Troupes, qui étaient venues pour détruire cette Ville, eurent commandement d’aider à en éteindre le feu.
Artamene donc ne pouvant ſe reſoudre de retourner ſur ſes pas, envoya Feraulas commander aux ſiens, de marcher en diligence,	Artamène donc ne pouvant se résoudre de retourner sur ses pas, envoya Phéraulas commander aux siens, de marcher en diligence,
& de le ſuivre.	et de le suivre.
Mais en approchant de Sinope, l’on ſentoit un air ſi chaud	Mais en approchant de Sinope, l’on sentait un air si chaud
& ſi embrazé;	et si embrasé;
& l’on entendoit un bruit ſi eſpouvantable, que tout autre qu’Artamene n’auroit jamais entrepris d’y aller.	et l’on entendait un bruit si épouvantable, que tout autre qu’Artamène n’aurait jamais entrepris d’y aller.
Le mugiſſement de la Mer;	Le mugissement de la Mer;
le murmure du Vent;	le murmure du Vent;
le petillement de la flame, joint au bruit affreux, de la chutte des maiſons entieres qui crouloient de fonds en comble;	le pétillement de la flamme, joint au bruit affreux, de la chute des maisons entières qui croulaient de fond en comble;
& à toutes les plaintes,	et à toutes les plaintes,
& à tous les cris que jettoient les mourants;	et à tous les cris que jetaient les mourants;
ou ceux que la peur d’une mort prochaine faiſoit crier, cauſoient une confuſion eſpouventable.	ou ceux que la peur d’une mort prochaine faisait crier, causaient une confusion épouvantable.
De tous ces mugiſſemens, dis-je;	De tous ces mugissements, dis-je;
de tous ces murmures;	de tous ces murmures;
de tous ces cris;	de tous ces cris;
de toutes ces chuttes de maiſons,	de toutes ces chutes de maisons,
& de toutes ces plaintes, il ſe formoit un bruit ſi lugubre	et de toutes ces plaintes, il se formait un bruit si lugubre
& ſi eſclatant, que tous les Echos des Montagnes y reſpondans encore, en formoient une harmonie tres-funeſte, s’il eſt permis d’appeller harmonie, un retentiſſement ſi rempli de confuſion.	et si éclatant, que tous les Echos des Montagnes y répondant encore, en formaient une harmonie très funeste, s’il est permis d’appeler harmonie, un retentissement si rempli de confusion.
Cela n’empeſcha pourtant pas Artamene de ſe faire entendre:	Cela n’empêcha pourtant pas Artamène de se faire entendre:
car eſtant deſja aſſez proche de la Ville, en un lieu où tous les ſiens l’avoient joint;	car étant déjà assez proche de la Ville, en un lieu où tous les siens l’avaient joint;
il ſe tourna vers eux,	il se tourna vers eux,
& leur dit avec une affection inconcevable;	et leur dit avec une affection inconcevable;
Imaginez vous, mes Compagnons, que c’eſt moy qui ſuis dans cette Tour;	Imaginez-vous, mes Compagnons, que c’est moi qui suis dans cette Tour;
que c’eſt moy qui ſuis dans la neceſſité de perir, parmy les eaux, ou parmy les flames;	que c’est moi qui suis dans la nécessité de périr, parmi les eaux, ou parmi les flammes;
& que c’eſt à moy enfin à qui vous allez ſauver la vie.	et que c’est à moi enfin à qui vous allez sauver la vie.
Ou pour mieux dire encore, imaginez vous que voſtre Roy;	Ou pour mieux dire encore, imaginez vous que votre Roi;
voſtre Princeſſe;	votre Princesse;
vos Femmes;	vos Femmes;
vos Peres;	vos Pères;
& vos Enfans;	et vos Enfants;
ſont enfermez dans cette Tour avec Artamene,	sont enfermés dans cette Tour avec Artamène,
& y vont perir;	et y vont périr;
afin qu’eſtans pouſſez par des ſentimens ſi tendres, vous agiſſiez avec plus de courage,	afin qu’étant poussés par des sentiments si tendres, vous agissiez avec plus de courage,
& avec plus de diligence.	et avec plus de diligence.
Il faut, mes Compagnons, il faut aujourd’huy faire, ce qui n’a peut-eſtre jamais eſté fait:	Il faut, mes Compagnons, il faut aujourd’hui faire, ce qui n’a peut-être jamais été fait:
il faut perdre nos ennemis,	il faut perdre nos ennemis,
& les ſauver;	et les sauver;
il faut les combattre d’une main,	il faut les combattre d’une main,
& les ſecourir de l’autre;	et les secourir de l’autre;
& bref il faut faire toutes choſes pour conſerver une Princeſſe, qui doit eſtre voſtre Reine;	et bref il faut faire toutes choses pour conserver une Princesse, qui doit être votre Reine;
& qui merite de l’eſtre de toute la Terre.	et qui mérite de l’être de toute la Terre.
A ces mots, Chriſante, Araſpe, Aglatidas,	À ces mots, Chrysante, Araspe, Aglatidas,
& Hidaſpe, qui commandoient chacun mille hommes en cette occaſion;	et Hidaspe, qui commandaient chacun mille hommes en cette occasion;
s’approcherent d’Artamene, pour recevoir ſes derniers ordres:	s’approchèrent d’Artamène, pour recevoir ses derniers ordres:
& Feraulas qui eſtoit l’Agent de l’entrepriſe,	et Phéraulas qui était l’Agent de l’entreprise,
& celuy qui avoit intelligence dans Sinope;	et celui qui avait intelligence dans Sinope;
& auquel Artucas avoit promis de livrer une des Portes de la Ville cette meſme nuit;	et auquel Artucas avait promis de livrer une des Portes de la Ville cette même nuit;
fut auſſi de ce conſeil:	fut aussi de ce conseil:
& ce fut luy qui dit qu’il ne faloit pas laiſſer d’agir de la meſme façon, que ſi cette Ville n’eſtoit pas embrazée:	et ce fut lui qui dit qu’il ne fallait pas laisser d’agir de la même façon, que si cette Ville n’était pas embrasée:
& qu’ainſi ſans chercher d’autres expediens, il faloit ſans doute marcher droit à la porte du Temple de Mars.	et qu’ainsi sans chercher d’autres expédients, il fallait sans doute marcher drait à la porte du Temple de Mars.
Parce, dit il, que ſi par hazard cét embrazement n’a pas encore mis toute la Ville en confuſion;	Parce, dit il, que si par hasard cet embrasement n’a pas encore mis toute la Ville en confusion;
par tout autre lieu que par celuy-là, nous pourrions trouver de la reſistance:	par tout autre lieu que par celui-là, nous pourrions trouver de la résistance:
la couſtume eſtant meſme en de ſemblables rencontres, de redoubler la Garde, de peur que l’incendie ne ſoit un artifice des ennemis, où au contraire nous ſommes aſſurez de n’en trouver aucune par cét endroit:	la coutume étant même en de semblables rencontres, de redoubler la Garde, de peur que l’incendie ne soit un artifice des ennemis, où au contraire nous sommes assurés de n’en trouver aucune par cet endroit:
car ſi Artucas	car si Artucas
& les ſiens n’ont pas encore eſté devorez par les flames, nous les trouverons preſts à nous aider:	et les siens n’ont pas encore été dévorés par les flammes, nous les trouverons prêts à nous aider:
& s’ils ont peri, aparemment nous ne trouverons là perſonne qui s’oppoſe à noſtre paſſage.	et s’ils ont peri, apparemment nous ne trouverons là personne qui s’oppose à notre passage.
Cét aduis ayant eſté trouvé raiſonnable, ils reſolurent apres, par quel lieu ils pourroient le plus commodément gagner le pied de la Tour:	Cet avis ayant été trouvé raisonnable, ils résolurent après, par quel lieu ils pourraient le plus commodément gagner le pied de la Tour:
mais Aglatidas leur fit remarquer, que l’embrazement commençoit de diminuer du coſté du Port;	mais Aglatidas leur fit remarquer, que l’embrasement commençait de diminuer du côte du Port;
parce que des Galeres	parce que des Galères
& des Vaiſſeaux eſtans pluſtost conſumez que des maiſons, il faloit ſans doute que le feu s’y eſteignist plus toſt qu’ailleurs;	et des Vaisseaux étant plutôt consumés que des maisons, il fallait sans doute que le feu s’y éteignît plutôt qu’ailleurs;
& qu’ainſi il faloit prendre tout le long du Port;	et qu’ainsi il fallait prendre tout le long du Port;
afin de n’avoir preſque plus à ſe garantir que d’un coſté,	afin de n’avoir presque plus à se garantir que d’un côté,
& que par ce moyen, ils pourroient arriver avec aſſez de facilité au pied de la Tour.	et que par ce moyen, ils pourraient arriver avec assez de facilité au pied de la Tour.
Artamene qui ſouhaittoit impatiemment d’y eſtre, ne voulut contredire à rien, de peur de les arreſter davantage;	Artamène qui souhaitait impatiemment d’y être, ne voulut contredire à rien, de peur de les arrêter davantage;
& ſe mit à marcher le premier;	et se mit à marcher le premier;
commandant ſeulement aux ſiens, de crier par toute la Ville, qu’ils ne venoient que pour ſauver la Princeſſe:	commandant seulement aux siens, de crier par toute la Ville, qu’ils ne venaient que pour sauver la Princesse:
afin que ce peuple entendant un Nom qui luy eſtoit ſi cher	afin que ce peuple entendant un Nom qui lui était si cher
& ſi precieux, peuſt faire moins de reſistance;	et si précieux, pût faire moins de résistance;
& mettre moins d’obſtacle à leur deſſein.	et mettre moins d’obstacle à leur dessein.
Ils marcherent donc;	Ils marchèrent donc;
& Feraulas conduiſant Artamene, (qui avoit mis pied à terre, auſſi bien que tous ſes Capitaines) à la porte du Temple de Mars;	et Phéraulas conduisant Artamène, (qui avait mis pied à terre, aussi bien que tous ses Capitaines) à la porte du Temple de Mars;
ils y trouverent celuy qu’ils cherchoient:	ils y trouvèrent celui qu’ils cherchaient:
qui deſesperé qu’il eſtoit, qu’Artamene devſt arriver;	qui désespéré qu’il était, qu’Artamène dût arriver;
(car la veüe de ce funeſte embrazement, l’avoit beaucoup retardé) commençoit de ne ſonger plus qu’à ſe mettre à couvert de la violence des flames.	(car la vue de ce funeste embrasement, l’avait beaucoup retardé) commençait de ne songer plus qu’à se mettre à couvert de la violence des flammes.
Mais il n’eut pas pluſtost veû ceux qu’il attendoit, qu’il fit ouvrir la porte, où il eſtoit peu accompagné:	Mais il n’eut pas plus tôt vu ceux qu’il attendait, qu’il fit ouvrir la porte, où il était peu accompagné:
parce que malgré luy, une grande partie des ſiens eſtoit allé voir en quel eſtat eſtoient leurs Maiſons;	parce que malgré lui, une grande partie des siens était allé voir en quel état étaient leurs Maisons;
leurs Peres;	leurs Pères;
leurs Enfans;	leurs Enfants;
ou leurs Femmes.	ou leurs Femmes.
Ils n’eurent donc aucune peine à ſe rendre Maiſtres de cette porte:	Ils n’eurent donc aucune peine à se rendre Maîtres de cette porte:
mais ils en eurent bien davantage, à ſe garantir du feu qu’ils trouvoient par tout.	mais ils en eurent bien davantage, à se garantir du feu qu’ils trouvaient partout.
Artamene en marchant dans ces ruës toutes enflamées, fut pluſieurs fois expoſé, à ſe voir accabler par la chutte des maiſons:	Artamène en marchant dans ces rues toutes enflammées, fut plusieurs fois exposé, à se voir accabler par la chute des maisons:
& ſi cét objet luy avoit ſemblé terrible par le dehors de la Ville, il luy ſembla eſpouvantable par le dedans.	et si cet objet lui avait semblé terrible par le dehors de la Ville, il lui sembla épouvantable par le dedans.
